61	17422	15215	7040	15521	6516	30152	11794	27727	20344	4818	28409	25042	17801	12042	
6215	63	24189	15812	15512	2580	9185	28455	9472	22374	13198	14201	19266	14140	11133	
23453	17475	54	2013	9945	11966	5234	10082	11741	31288	23727	27103	17153	6711	32435	
7447	32719	31151	21227	11217	1985	17085	23890	17194	26699	20119	19859	25135	14876	20932	
19058	1963	26530	6280	3176	29246	15564	26531	2957	9903	9235	21819	17596	12419	13499	
11798	23025	20687	30294	15116	4597	3914	32139	31420	31550	24998	17941	9087	13840	23841	
28174	410	10729	9815	13934	1464	10780	4954	27855	6039	19900	13316	8819	257	32443	
13452	21639	1278	1107	20056	27049	30536	3237	15122	10409	26623	31137	24062	3212	14238	
29989	6027	6615	10030	4201	30504	6410	14521	29338	16216	23146	29698	23237	28681	26371	
25459	30967	19234	17134	23895	25251	1883	9424	27977	9795	9553	18083	29164	16962	6874	
13241	17117	794	18581	14333	29414	3258	28102	21629	629	4906	3681	23845	5708	1649	
32613	9165	1657	13751	3435	21623	22921	11687	29055	26321	32761	22039	2094	18690	25581	
4843	32480	10146	8484	27702	27497	30474	31020	419	474	8655	22482	19732	23709	137	
31709	30856	2753	32473	6140	19266	22674	4522	32764	29224	1645	25270	13886	10089	25042	
21836	28009	32098	29883	18513	21084	20675	16172	14726	12903	9709	12044	11784	20922	30111	
18995	1053	1565	11474	16068	4653	27106	25569	19901	14095	15128	4333	17356	16263	15106	
14720	29797	17676	8648	26480	27409	27086	31339	25863	18185	5623	31486	1120	29955	6705	
11540	30228	15180	23401	31349	29463	19479	27603	29205	15836	21013	13615	22854	16064	11077	
6218	23852	16293	17934	9671	30833	2781	21643	21535	24891	29003	18982	22247	4955	31684	
22376	31570	19144	19387	22543	11766	587	28446	26465	3539	19067	11131	3777	12433	3308	
1127	17024	31753	4004	288	8437	14599	19662	30065	10192	17230	29363	20950	21419	31453	
8165	16097	24034	23153	12221	2012	3237	22347	11016	6320	18763	28211	12542	4870	28905	
445	27764	16043	4900	28107	26962	22841	4931	29779	24134	2292	24457	26467	16058	30450	
12993	13410	10500	21631	5146	13464	1245	20415	2357	26353	26133	15253	11901	30461	1925	
28356	10679	13628	29252	7764	10969	25753	9502	14136	28448	308	20545	31533	31325	25700	
31034	25829	31376	27133	6944	5989	2487	31438	5903	23724	16872	8302	2264	30613	22430	
1593	21495	19710	11857	2965	31942	10282	6985	19322	8688	7780	19123	15665	10791	21989	
31477	21083	31258	13304	575	13878	18081	13916	21090	4636	22331	31722	28390	31564	19643	
16503	2390	28141	16446	20476	14303	31056	20064	13557	31258	374	25264	9734	37	14802	
22369	30436	26616	15695	15682	4211	25846	26517	24560	13356	1475	21384	23113	3778	3158	
8978	20261	24069	3151	29731	6721	11782	17290	9974	3452	29052	24820	22933	3654	31078	
11677	15519	10069	4082	19471	9545	25241	15006	479	163	32627	26525	16257	3101	22818	
2684	23136	30537	4478	27653	11566	21218	21480	12644	4729	28942	17537	24200	28032	6880	
28570	22476	13636	16161	19820	9943	13794	32336	11785	1728	31775	14311	8595	31606	8005	
31968	12460	30816	23854	2936	31021	23104	15518	14387	795	14429	10710	26656	25047	20705	
16741	94	30100	5248	15682	28383	24846	5466	14360	12396	1914	23843	15073	30697	9912	
28289	18614	23259	25040	30133	23781	10023	20380	27774	3909	17948	25026	13626	21190	20660	
14310	29007	588	14615	13085	5833	12222	11617	23972	2373	26969	6053	31442	14861	26955	
24370	21323	4996	25469	20245	4471	13253	26032	17887	16946	14983	32203	4776	19909	11844	
6771	9043	32021	15514	23005	26644	24347	23025	15072	4144	8852	1118	25679	1028	14330	
11719	30341	16457	20402	4424	6977	30358	2183	30678	18357	5926	25175	12322	25817	10204	
18700	15808	20997	3204	19406	905	30143	9308	21624	27966	20690	24787	29512	23662	18336	
14736	4826	23705	5560	8630	10327	25237	8107	25191	13290	6961	5916	32391	9587	3353	
9495	962	31104	4601	3748	27856	8825	27365	1947	30967	4634	29689	10169	7378	30502	
15164	13812	28754	858	32458	15884	15874	19872	22067	9315	6031	9350	2846	11278	4999	
25838	25906	9004	6241	10503	27958	10614	22718	25468	27510	17688	25838	15083	9577	14784	
30134	14744	7826	22004	21584	9571	24740	10920	948	5111	3817	24848	3862	3909	18660	
8883	8624	24113	8246	18369	19393	17802	9662	16294	6358	21824	20996	26591	23368	5585	
19672	17676	20742	10757	22582	21063	1428	14555	25197	23221	5460	13251	896	4442	13829	
19725	27085	23346	10377	12962	31212	32637	30699	24818	9690	12890	10656	8749	16215	11671	
17165	3510	18828	19400	18506	7125	3569	22934	6182	8620	30830	4442	18795	18796	32449	
29931	28003	23240	5919	31155	23450	26538	542	15113	27366	12581	27602	9915	15269	22700	
10294	22505	30534	12673	3790	5146	10507	18031	14731	7817	5132	26556	10991	21952	10880	
21850	8049	20328	2616	22877	3619	26208	8812	26290	7314	28428	26298	4109	2542	1520	
13164	27427	21867	11389	18170	13338	9190	10282	29903	17725	10444	22471	30032	14069	5688	
29454	30491	15348	22619	26748	21900	3508	8225	19807	6278	32032	273	5167	8560	31633	
9846	32033	10621	12283	25532	29946	30001	27753	9244	22049	24865	6054	32124	16377	11258	
24381	27280	30829	8644	17828	28742	3021	3176	24757	12897	7896	3440	23645	15203	10010	
17679	5528	31665	32120	27233	24989	17394	32521	14579	21845	16056	12327	22406	8466	11618	
5574	7184	21630	27713	14597	20740	7890	505	2307	24531	24392	15914	3828	1203	6610	
11088	10356	28575	9228	22504	15386	30367	7791	15061	7249	15689	3528	14081	3171	30088	
10473	583	7127	7580	11935	29585	19453	24418	22500	31805	13255	29910	14933	20678	5594	
13782	12006	1184	7397	13097	4308	7523	12850	703	26843	24876	8827	8506	22698	25664	
1278	3246	23188	6643	6355	31909	10632	27849	3198	23399	25923	8666	25537	25720	18116	
2939	28596	3169	30976	20250	3351	5555	27096	17002	7398	30538	10056	9153	27438	30671	
7393	12734	30752	8832	17785	26158	22371	31028	9505	22576	6575	1945	8023	2456	29848	
15297	32125	9106	7335	10205	14730	26248	1455	4424	24832	20805	32094	28871	9246	17242	
21523	18447	25942	7872	2031	28807	23809	11456	9775	18256	9554	18960	22201	23171	17032	
7743	17908	31673	31592	25170	24797	23505	5611	31408	5976	5101	19508	26683	6339	16318	
3524	21696	16081	3330	24817	16017	6806	25674	30868	1904	22494	3841	20995	27311	27331	
32426	28479	7830	15231	6505	366	9477	17534	12229	6027	3930	22200	32684	9564	14741	
30781	26807	30372	16571	4369	13744	25243	14456	23099	8018	21403	25607	17177	27727	30492	
30295	16630	21144	10722	7526	15582	32216	29813	23793	5041	24385	11218	31824	23671	10892	
2656	2972	26867	9275	21797	17426	13435	9506	24890	18364	13575	30501	3452	1102	17031	
28483	1157	15694	2170	26836	23259	375	13756	1550	23910	3936	24223	22990	9256	27993	
17726	24214	15656	14485	31758	24273	943	28559	5814	12895	30647	15270	23841	30029	10657	
32266	13521	7140	3622	9180	13430	2022	20112	1425	5567	788	26922	21912	31088	17139	
13813	25148	12725	22992	9116	11979	1717	14594	16554	10232	10603	10351	25851	30590	18609	
22354	3952	15110	31902	27195	19431	8779	31762	10839	13675	14460	20623	14833	26791	23778	
31819	29241	31393	11970	18051	20036	18341	28805	8721	1877	11902	9750	25153	18011	3053	
29324	12769	3770	2643	30985	151	17998	6577	17633	23160	32429	9170	31999	24021	25517	
20679	26245	17240	29479	28564	31411	11344	25082	22313	5130	11082	21074	21396	30385	15073	
16170	29556	14359	5847	16655	18865	18906	11108	4135	30570	11240	3789	26483	4655	2532	
14649	11601	14961	18379	28353	1349	30262	16855	4038	12024	9233	17315	17287	22145	6738	
31377	12530	14820	18042	26473	14779	18392	24818	4930	27564	7118	2300	2982	7228	31534	
23785	27121	25186	14308	25229	27130	25259	7195	21488	21493	8587	17224	9286	15768	20464	
1131	20769	26237	17949	20882	21478	13256	8374	12446	18301	3849	13335	12617	5709	11364	
18922	1128	17512	31727	23801	6254	10754	19035	18240	24370	12840	21719	5703	8434	29103	
21553	31151	151	10858	17214	10	5434	3744	25725	5616	15592	22716	19191	31567	3234	
2887	27241	8962	424	27924	29349	12453	22520	5562	31286	2216	10769	7751	15427	9891	
15868	18995	28086	11753	9101	15507	28060	26720	2023	3471	21711	10128	25150	21526	10451	
15353	24033	30673	13823	30378	9591	24405	21725	26895	29576	20124	7891	22283	3136	2486	
22018	3910	1136	4028	1134	7625	31190	518	5727	3272	8350	2973	29704	10174	18984	
23795	24167	29888	18700	4050	4972	22538	22108	1939	32093	5599	23593	8592	29049	9872	
18760	18908	16860	4314	21077	18481	9890	15988	17401	22825	16975	32489	19049	26545	17775	
11428	21039	31419	30073	10313	26157	11060	6905	7756	11999	13878	6894	19132	30432	32638	
16241	12127	22704	6176	29592	28676	31156	7545	30362	18709	30334	1126	18996	21612	25679	
9395	24651	4199	3034	6359	19410	23871	16715	17886	30958	25749	32136	8102	12376	8014	
7351	32078	27140	28065	26112	4588	13056	30062	16532	23934	10910	15058	14830	10788	23253	
9976	16729	27020	28645	28978	15538	1709	4922	7752	23151	32696	28051	2576	17632	23627	
5219	12094	6837	21480	26231	8574	20673	14503	7130	28096	24829	31271	3318	21715	27344	
21706	29947	5174	10381	290	13189	12587	24126	30630	20857	31244	9632	7338	19759	12770	
15214	26766	29143	6708	12770	24629	15893	20253	11386	29112	7663	10657	2296	2396	31721	
7233	6572	29378	28014	15821	21749	23134	32370	30330	7686	810	24662	821	2790	1180	
12	17206	19386	9429	18299	983	5959	8987	3621	16039	16563	1673	32007	32186	23179	
17669	27072	23108	2827	22131	27894	18790	30105	2088	14326	11080	23954	9378	28058	20584	
26185	17270	624	26930	5197	21897	26648	5072	29675	16771	2030	31811	2292	9345	20714	
