71	16899	3272	13694	13697	18296	6722	3012	11726	1899	4374	28541	25923	1904	13083	
25462	14981	13929	21304	20550	4059	22860	7963	30516	647	13607	12590	3157	11351	6753	
32455	15349	9079	13634	30368	7992	11401	18357	25478	25601	21239	12365	26453	11283	23432	
25223	8739	26487	17714	13391	22972	11805	19504	9413	13647	23750	9044	64	24934	31008	
22429	1427	12315	8499	4620	28816	2441	2557	11188	3531	16514	20825	18449	15265	8064	
10022	27034	31864	16861	4516	13465	32327	3398	20769	21563	15194	24429	9942	13795	6223	
17406	780	3780	9061	18133	24195	24495	22774	13934	17171	27433	4417	27292	18324	20929	
31597	25470	764	18593	18891	21679	15047	7778	29532	28862	20636	549	11923	2270	13101	
16607	2395	21726	22111	27892	16988	30555	30379	9224	18298	4660	11203	26385	32159	32574	
3705	14513	13755	313	30173	30148	29449	259	4006	7221	26259	11020	22484	29717	17400	
266	13203	20206	21357	13294	13153	20820	25858	23062	16499	31422	2343	21956	14677	24468	
12910	32719	16850	18825	9362	27288	18963	12843	21689	20800	4363	19384	7926	1816	9746	
3124	29970	31577	11727	28344	27276	9494	28252	24333	16862	27502	26277	890	24322	24070	
29969	22745	17205	20919	20837	21744	30203	13699	24037	767	32611	13262	5052	20118	22412	
29642	3741	28841	28520	3892	31659	13030	14016	4158	28566	32070	17272	3020	26631	25059	
32277	11234	31807	6921	30588	15965	251	12175	19452	7138	9114	12648	14223	31509	16513	
19061	16221	1035	30911	2973	5250	14337	19181	12832	5137	334	13144	22312	2137	32662	
5987	15778	3943	25665	38	12875	19148	29483	26715	12814	15520	31645	8571	19085	30150	
23933	5156	26878	31090	28353	24510	2872	31209	21801	7518	1805	21128	10286	18922	23515	
25352	28470	7039	16990	12288	20489	17935	28360	27819	392	29519	14612	20972	22173	29136	
8087	26255	30062	24427	22488	7378	3798	21219	24993	26916	10773	18630	20566	13868	22726	
22420	16006	23053	26386	28451	8128	28905	23588	10050	25768	16548	24284	24989	9545	2538	
21192	17121	17837	27251	16720	18208	18603	13445	25392	30070	17665	24507	24108	30445	12451	
30470	2814	5278	30290	10225	22420	24857	2415	22313	6520	4359	27666	24124	25744	18190	
23383	22177	14855	22261	5624	5625	9099	17417	28961	16276	3769	32447	12159	3895	31957	
9626	20123	16668	23231	19791	15974	15163	5410	5160	14100	23496	15599	1190	8494	4349	
20490	2922	17379	7705	31299	1109	11680	12713	25223	8943	2784	12550	22615	14853	24388	
23839	30074	9879	21734	13432	2031	25073	5611	13939	22566	32535	25687	27599	8048	5990	
25637	22638	17075	27257	19352	14939	9570	13642	28108	14859	10412	1177	21392	28643	10996	
1682	22136	25339	7042	8106	29229	25890	30328	18122	16392	28706	15623	27823	20703	26693	
15842	29329	22815	26647	16883	29698	25371	31086	29006	26650	31652	24488	1123	24017	3290	
22324	5495	22444	23361	28244	9813	2716	22808	23328	11840	1059	17382	29391	17453	31672	
16469	9778	14639	21357	26691	10113	14131	3023	32535	7514	14317	12045	16465	1799	26642	
30557	31846	13824	19144	13468	30666	176	12635	13620	16462	4732	23345	13891	27820	32002	
20992	7930	31328	28318	22078	2883	15802	12851	28633	27046	6194	23592	30505	12397	26875	
18608	10787	28166	27611	20303	8655	14506	31289	20378	15356	16700	25208	31550	19762	3444	
18819	323	12008	7484	19113	32402	32247	32602	18860	22453	7503	6480	11028	24543	20712	
9856	26313	28972	1276	12948	10465	23081	5492	4893	29879	17559	10656	9338	32317	31084	
30762	19964	11667	9755	1869	4424	216	1813	15682	10492	16448	7056	21755	31381	14438	
18055	2836	24464	28388	258	5895	2511	1314	407	17567	1855	15723	32049	16815	10424	
22086	25872	29699	20516	12291	17937	27543	27108	28820	11568	17671	5487	6558	13643	4167	
16700	17616	8745	3988	15843	31348	11450	25258	3199	22083	25760	29240	27734	28286	19183	
12177	27580	12602	2609	31908	52	11260	28590	20526	27097	29061	2538	27182	26108	4591	
4206	11418	29967	22777	30923	27728	14273	18080	23773	20047	10091	30191	5709	1319	11691	
26135	13145	686	24398	22978	10456	29173	24180	16549	25976	3450	10222	24404	10827	9631	
20459	10587	19586	27483	29140	394	17528	21296	22388	21648	11762	9309	7004	16844	7589	
2132	19078	18015	28664	11886	18744	7814	29964	22494	32555	20775	7673	24548	3821	6569	
3931	5187	7300	9225	15630	29172	26452	20266	29493	6684	15171	26989	28801	4924	32026	
7042	30128	10919	22062	30078	28243	2618	17217	21037	5845	22087	2723	1193	17337	26578	
23964	1067	11811	30464	10511	2594	27034	18892	22871	22146	26380	15100	5493	3679	10514	
11603	13677	26810	3446	16137	30701	7579	20467	20856	15152	19296	10811	14616	15650	18004	
13631	10669	9925	1667	28586	12991	26323	10189	3502	24651	8101	12346	30212	21432	11347	
4237	4142	26892	285	4892	18432	15456	27401	11486	27230	9106	29390	25798	16199	28729	
26353	17743	1299	3550	20782	3161	12536	20585	23321	3379	6355	1753	26117	30969	27173	
9784	23077	288	4700	8398	28913	2127	31829	15766	32459	21872	18206	1006	32739	32008	
23040	3986	27736	29891	31165	24779	6048	1364	17174	31972	7977	3707	11920	29406	11328	
20839	376	6245	3379	13631	20517	4866	27058	14844	30077	401	5755	3449	9147	23030	
19511	30413	29295	20236	17822	3032	3525	21214	2274	25884	27403	2330	24651	17358	9838	
15810	17950	24109	28164	13349	18372	17939	7696	25102	9256	7626	29313	27451	10593	3872	
29115	28944	5521	14526	29850	2701	32525	1461	28596	30846	1982	9050	25055	27121	24519	
2388	3060	25837	23399	18419	21970	10081	8225	4292	1189	5211	11547	11618	9832	378	
17093	22670	22184	30886	28090	11650	16523	16894	14571	8579	530	18962	19194	15286	21659	
14419	29412	32564	7850	18888	26595	15200	21224	17410	16531	13945	16492	5201	25939	26219	
14394	28472	494	11243	11273	1055	14971	17346	10826	6472	10113	25193	23397	9220	23903	
