68	6151	18175	22398	3382	14369	3609	5940	27982	8047	4522	28497	3784	18126	23659	
8124	20931	28272	19473	29794	25411	7379	25717	23502	18812	2548	24050	19450	1358	19136	
29454	26980	27916	20683	12637	9317	9345	4676	20899	16574	22069	28201	23353	31604	4588	
8375	5810	17119	29808	23589	5053	13565	31888	22929	17997	22540	12649	30267	32504	16727	
32228	12529	17053	7760	25984	7114	17738	21471	30290	5655	3165	10234	7242	25239	31721	
10614	14775	28138	21339	18972	10509	22856	23901	24320	3046	7539	22266	31502	2888	23018	
20995	22502	27942	9312	5810	16618	9001	27756	18574	13460	14000	18306	21134	12302	13845	
14626	24193	22780	1842	19279	23469	31132	17187	2883	22711	786	32590	15969	13507	2557	
10145	25451	27611	29006	19995	21493	661	14170	5006	6682	21744	6446	3491	20077	19584	
34	19998	4658	16843	28081	28515	31183	3314	22919	19001	31613	2452	13788	14543	13891	
4591	3585	2813	9509	13640	29496	4043	4761	11661	11209	22583	24634	22586	22610	5939	
30400	13945	863	17134	29232	14477	20282	23380	24144	22640	13829	31192	5982	18363	4101	
3697	8961	13511	21569	28130	5504	27410	18252	5439	22322	21220	3167	18093	24118	5170	
19626	25449	12387	24770	26860	9996	16770	10640	26946	10253	443	17265	7996	16775	12366	
16118	11830	19004	18052	30611	28134	15579	3812	7680	23345	13694	15529	16864	2883	26743	
6004	7841	21726	30284	3903	12195	9202	16640	19602	20380	11119	9876	4345	26427	26967	
17614	31669	28427	12567	10809	1714	18587	12311	6253	20409	13020	8336	15248	487	24010	
7838	31517	29534	24910	21398	18404	19258	7011	27545	2899	17351	14713	2409	7155	23793	
28950	11388	23349	4859	11203	15695	24687	28020	10790	13309	21794	31335	25196	3344	26238	
2515	7658	151	28712	15706	6659	12153	17466	16445	12364	15112	13452	15240	18926	31449	
16690	23178	8780	17620	4165	29576	7398	31623	4839	10419	12925	22207	31617	5462	14713	
6746	26959	23380	3463	12119	27935	9426	23174	21295	19285	28209	3748	20840	7987	11327	
14276	31591	17239	8878	20516	21126	9093	32453	15932	6246	23463	2645	3049	14727	18450	
2799	6346	17941	27403	8532	19434	27909	19338	15661	2208	11617	12606	30972	27316	12768	
25040	29267	3523	2746	17260	29252	25573	14778	2174	31256	24460	17557	18617	2115	29872	
16762	11102	10648	13609	4586	1723	10938	3164	16330	6386	32211	24089	12471	15867	10376	
3268	9113	18156	20012	10931	11387	22136	10803	23256	8858	26294	3818	9376	13499	23588	
15462	16154	6082	18924	9146	5980	897	19302	27246	5667	29134	5853	16940	26809	21464	
11670	26811	20764	12731	19726	25650	16732	26705	1412	20325	17989	31051	6583	19108	1342	
8577	3057	25765	20849	10631	31812	4030	7212	9345	15380	30551	17543	4408	15062	18848	
2632	4461	12310	18815	10243	11117	9919	15565	22662	18917	19863	2753	19316	28152	12553	
7852	19759	18319	16935	25319	9723	10224	20207	26634	29793	659	20429	3167	1746	28720	
11874	14231	30861	26653	27012	32443	5571	9175	14982	17509	19192	24799	8121	10543	9132	
29895	28722	24684	7227	26508	23758	15638	19202	2086	628	2824	9411	12126	29082	2157	
24650	9440	20235	4985	15697	23185	29159	24663	12962	29218	8939	19298	18299	16614	24818	
7063	7222	17888	20156	18762	26153	17953	11759	7449	25292	849	2907	15135	1561	16523	
130	28266	26681	2414	11864	18606	13916	28528	21831	27194	10985	12662	11894	1580	20695	
418	27211	30433	5722	23916	30767	30384	29379	11253	31633	20696	9121	5783	4653	7862	
17709	20417	20366	25916	18917	15362	4561	9886	5494	12643	5037	15438	16095	16634	24496	
3371	15828	16060	2251	29686	1888	31635	19473	27141	24015	26033	32700	19003	22475	803	
29553	16439	25285	31401	9669	14284	17559	7877	29439	24753	24679	12050	8479	6778	17102	
17367	27936	23751	14649	6108	32123	28604	30864	9340	24044	2225	5910	17404	26744	7978	
23953	19995	16303	3593	13226	25322	15919	21762	11158	22494	32617	3664	28918	31524	26024	
27814	7932	8500	16719	21865	16848	12457	32097	27420	1842	8272	30023	7196	25184	7039	
22478	2445	10042	16552	15216	23188	24740	11821	18388	20422	26156	20854	6296	10977	29933	
11330	15693	16058	20402	1082	31427	15223	10847	12492	12679	2814	25741	31542	3499	20910	
22389	17633	25541	26444	15119	26609	24378	23616	26235	1562	26045	24321	28575	14773	21522	
5582	28178	23827	30744	16543	25912	23569	27654	14171	6575	17388	14069	6219	21994	1367	
22175	15055	25116	7371	5734	14927	13144	5407	22424	11637	5622	6232	12017	23961	22328	
706	31585	4733	12846	11328	23056	17979	982	23520	7072	21883	2696	6578	7858	32745	
13457	21211	13227	19687	16927	997	28088	10366	15965	23897	1295	19611	5086	5776	11896	
19064	16447	25286	3084	18520	27400	15472	6973	18295	25556	31439	17431	1601	19378	26054	
28102	21186	28106	15337	15447	24926	2884	24278	23491	31682	7781	6600	31785	7194	22779	
13929	25435	18564	25084	21480	14236	17093	5738	13388	26536	24636	20857	29704	21493	7700	
32756	24527	7481	17853	733	23721	15404	13724	9556	5703	18063	8705	10681	26515	1389	
25178	12821	12684	16545	7847	1974	5201	25496	28974	1562	15995	24408	20592	11535	18096	
28097	21851	7703	17270	6675	12737	2321	5444	12977	27401	19478	5855	2085	11557	19106	
10212	7523	18884	16372	17824	11602	14280	4279	9768	10632	9978	24545	2470	5717	31740	
27356	13810	26628	18560	28900	20578	17757	5048	10672	2530	21359	1805	3924	20807	28300	
21268	32614	32736	29844	24766	30559	13390	1143	8911	28741	20374	22261	7057	7559	18549	
5288	27337	4905	18676	19781	30698	5920	19003	29727	3209	8704	8874	1516	29457	21204	
14886	15308	28088	23117	22705	28551	6577	8480	17214	5398	4771	11689	6851	28006	27227	
3284	12687	22104	18622	16957	19166	23564	18433	918	30891	28511	24860	17226	3013	26034	
31867	20063	18981	9710	31479	417	24447	9924	19206	23037	15383	8762	24110	25643	21974	
8803	4800	20368	32669	19309	26050	10338	19161	1762	301	32013	10072	29735	31321	29397	
13659	16969	21685	3517	32236	22264	7355	12200	1393	26324	12067	4799	27778	25320	87	
17170	4856	24436	30760	23426	28998	22512	13759	2526	7181	29773	20438	7756	9706	13182	
25896	10731	21395	7991	4389	28854	22050	27893	6379	12972	32688	12350	25714	4142	9766	
554	6150	3496	10320	16930	25083	31347	18739	21480	20636	16122	21921	32471	17508	22044	
18442	21101	21105	30162	24213	13318	11061	11026	22383	31210	22895	27891	18275	14218	27993	
27409	16044	7943	26659	6963	12295	7156	31649	18987	19980	2909	29249	13310	21181	13576	
21311	26437	25952	27130	5916	30675	4746	27709	76	17560	2685	993	27695	21701	6579	
25921	12354	4145	4027	19592	22423	22268	2116	29299	21634	15474	19064	15960	31382	26930	
12939	22887	21711	26767	22931	1840	11281	25910	28570	26469	20945	6417	31729	1249	786	
29804	30664	21994	30612	16471	30460	4531	29000	16459	21296	32549	24582	5904	3359	8415	
28034	29405	22576	25212	1405	17602	1100	11028	11832	1859	14828	30981	17710	22598	15478	
27379	29698	27183	9929	23053	29111	4169	22038	27026	25631	27240	30451	12180	30102	29644	
26794	23293	29424	31049	27351	31439	1455	15013	18738	19120	24185	15170	31145	10405	25546	
1532	24754	6174	14567	26709	12255	30259	12563	26832	4786	17197	772	31898	7604	9544	
20632	16495	13249	2231	22213	14524	21926	233	22990	23809	4078	20235	8637	29306	31480	
12750	6925	31230	333	25194	28583	13607	24625	25315	11280	1715	5752	394	17632	12842	
13723	13768	4214	16065	18699	14871	2282	383	18373	1873	27203	4766	17447	5421	234	
12852	19970	1030	15455	24595	15088	5087	23083	10989	18664	3237	15638	31420	20239	31667	
17561	23136	28881	27292	14486	1162	1841	29476	7495	14298	13405	21647	885	5700	21894	
28191	10474	5048	18158	17112	32040	14338	11843	27270	24155	14319	16171	5121	8845	10673	
11808	31920	16665	22660	17790	332	12386	31634	20698	11238	19396	21524	21142	25388	21963	
30395	14258	7912	27299	17486	32229	17865	30416	21908	32749	6246	1567	24180	23587	19840	
32477	19547	10578	17287	7494	9182	28105	27488	17216	24993	3247	20582	28746	25207	7575	
25007	30127	5834	25172	24720	15103	1342	20239	6243	9919	24721	22679	17287	32608	13510	
31991	16809	22638	28546	14926	834	24586	18358	26587	20065	8346	18558	9560	16555	2751	
841	21641	12960	23432	11579	20756	24608	13029	11215	23187	31277	28254	21697	25832	1522	
7172	25899	17104	11524	6568	29678	24252	25321	13388	25427	30172	983	23511	5618	2428	
20669	16141	27347	31379	27784	25533	17620	921	16031	3900	8522	1178	24239	4883	491	
21897	28078	20981	11756	4822	26	4340	3686	6210	32130	26868	10750	7667	6472	27743	
965	11203	18597	21786	24925	22238	23021	20152	15454	32140	4373	12526	25335	30027	28018	
15943	3033	24353	31939	15129	24912	5680	24434	28856	18355	27787	25111	28905	25343	10824	
20542	11674	8127	727	25706	14544	17199	29842	31066	16608	18080	18068	24714	7394	542	
