54	28693	12255	24449	27660	31430	23927	17649	27472	32640	5114	28321	13533	17476	426	
4307	11963	20107	12150	1231	12517	10992	31193	28211	25936	23849	4352	19083	26922	3131	
17451	7969	4959	16110	7253	14615	1122	15487	2583	13234	25386	26006	10954	14585	27515	
6519	26860	12415	12646	31612	31684	20605	15891	11459	2633	17699	27070	20004	30017	25136	
5888	24166	3238	4801	13136	18610	13389	31590	8393	14151	15306	635	27950	32368	28046	
12982	31275	13235	6482	11260	31453	17740	7609	5753	27285	9690	13616	19439	24793	24663	
2585	11086	26284	10317	22058	19078	12560	14919	4367	31385	25800	8326	29271	20980	18274	
12278	19085	12543	373	20833	30629	29939	22056	27361	30875	19692	29683	32155	25686	25919	
17066	19370	18386	23821	21175	6746	12158	14872	20902	25751	24547	20182	10216	4517	391	
18116	9168	1041	17425	19709	21986	5351	15533	267	589	20261	946	11773	19382	32624	
21891	30649	31543	27654	15027	29332	2472	18676	31596	22816	19997	15497	25105	21573	30127	
2058	4386	2452	10368	10407	28768	25559	32761	1198	30002	18925	12886	30975	19016	14293	
5989	23232	6782	28168	27274	16721	771	11020	28167	11394	28858	9030	21370	23300	27872	
11024	3495	25886	7408	18187	28536	28577	31171	5814	15426	2846	508	19776	3402	4950	
27555	11419	12424	8946	6416	14034	25771	28533	21771	2460	5725	8558	6705	6193	711	
31986	27034	14172	25432	28233	29880	12242	1730	20200	7810	19138	31558	30367	6098	3245	
11826	27924	6924	4728	9384	20336	2817	17600	12704	15960	30995	21869	19760	26655	22169	
15242	28940	826	21893	8532	7753	19700	15428	30864	28774	24675	12517	10530	24972	31130	
16254	3548	9237	31008	8139	13204	13644	15265	32281	3705	3443	6628	19298	6567	4363	
9469	22714	5368	10063	29380	16873	21789	6658	3717	27482	23022	8810	25081	5940	7935	
18333	10869	21958	23156	29179	20066	21800	7702	22524	9965	21535	3750	10284	4607	15426	
9585	5235	24688	10075	12324	8858	29816	21520	738	26123	9318	19907	4244	1752	13716	
19382	23936	14847	922	2931	30	3821	10178	10859	9254	13888	13500	17117	17390	9681	
23187	20473	3059	15858	1760	7494	7349	21492	21822	17729	7881	17901	25597	839	23849	
31671	24859	23732	22990	31036	25455	25933	4225	26097	25640	8923	23534	11681	27766	21529	
12538	7788	19335	7888	9302	10255	26805	26945	28244	8294	1534	25283	24826	12591	1716	
32685	1110	21264	3701	27766	19728	31196	3166	15387	8518	22034	1660	21953	8083	20390	
14723	26012	23665	7684	24771	21775	2498	8531	14935	3605	15529	24822	7072	3551	17822	
21337	10738	2751	20162	21226	2956	12612	13423	25701	9422	15527	19476	12885	13734	28261	
3392	25048	27468	10542	20732	9378	14895	13054	7006	11332	5167	25226	9051	25262	20236	
15325	3293	3059	20254	16451	2325	13645	19015	30054	20755	5473	14119	26551	11924	16836	
15502	11279	1819	23997	13623	9366	7491	9805	7091	3301	31827	32620	29347	4455	16915	
26262	32042	30213	15070	28294	23458	4098	1017	10306	24718	5923	10275	7511	12752	4628	
27245	16230	2589	25095	13132	28895	11949	12702	21485	2829	27959	19211	5064	1363	13852	
6518	15480	8629	9955	22942	6090	17049	6373	15812	5140	19919	2121	2245	712	16592	
26419	25734	9544	23107	12601	30612	31740	31942	21271	32268	2979	12010	15011	27065	3302	
23679	8963	19837	14899	15635	28957	6130	12232	949	13391	24912	4622	15359	8032	20626	
28201	30803	3511	23508	2253	13668	26827	26624	3923	5880	475	2985	24332	25069	13279	
31031	22229	22394	25022	21573	26347	21944	9409	30279	21249	24929	16200	26224	23184	31959	
10172	2259	15215	28776	16324	18632	17059	26576	3004	17041	24440	2303	32355	12349	27857	
26653	11475	7629	9404	31948	32439	10390	29257	31917	11960	19942	5533	16165	12088	3306	
20034	3681	18243	24527	32705	2455	31682	20520	1139	31887	6386	10896	8852	20579	28693	
5520	22425	31107	7528	4035	28099	1787	27220	6455	4085	14073	8168	3095	20419	13449	
23943	26759	20939	25252	18398	6096	5192	22633	9241	27325	996	29354	13143	22341	21198	
7850	25179	14697	17933	16933	8580	7008	27924	25745	30975	18674	30614	32164	11579	12834	
7579	3350	1949	24847	19924	24488	6006	1820	5675	9573	32562	25935	31391	15656	8658	
5111	11855	22878	17564	28050	25300	25101	30992	8429	8660	14358	25375	11917	25812	15799	
12184	21838	24398	18515	20195	12874	12036	24438	18417	6140	26259	27924	14195	24742	9803	
17169	20298	16367	14142	6662	27199	22481	23703	27971	2037	5298	20270	22544	17691	5329	
5977	22585	9190	7908	14596	6601	14527	27648	26116	12309	3897	18616	10920	24572	23365	
20873	18577	24430	19113	20086	13252	11819	2734	29167	26110	27597	22041	32503	31816	20233	
8029	6790	21194	8754	11023	19500	4836	26878	11930	29176	26491	5005	18228	11160	19345	
25255	23825	193	10009	24902	18134	18130	11785	5972	16720	2484	13744	22965	3942	31748	
29770	23432	22092	12916	24274	25770	2554	11886	6423	20860	32221	31739	11282	16359	28108	
26340	30327	3485	4925	2839	2954	2977	6841	17483	29748	2825	3469	16615	1622	9987	
963	15392	18013	28694	12880	9058	1815	23722	10639	10994	15301	8907	22510	5585	12401	
24362	9448	13539	7297	11620	14387	24912	17293	5511	16698	30251	6254	29395	21197	3410	
5783	14269	10007	917	17833	13114	24529	2074	6977	15161	5814	15103	12052	24689	21047	
8002	30015	3934	12911	25566	29400	17030	27225	18487	8393	10753	22849	8120	28894	27704	
22648	14523	10524	25581	4428	10921	2389	32636	28471	20322	28409	9568	599	27615	27439	
16888	26142	19478	32548	25227	75	22045	29347	395	11289	22675	30951	26646	9654	6204	
6061	18626	18934	24811	1165	30618	32329	7589	27785	25444	21739	15363	23015	13350	16730	
24280	11324	13032	28941	9236	22218	24250	7267	488	22795	21241	25562	32555	9614	25295	
3457	19197	27394	3577	14000	30634	29585	13005	19958	23761	3695	8571	26963	25797	14258	
29843	19623	18739	29284	21191	13419	773	2262	32243	14495	29063	10040	21338	23555	31944	
1127	8498	7050	14148	3334	30052	4620	17087	17616	18829	1083	31860	21036	12360	26840	
13423	26626	26543	16679	29752	462	29983	21920	6321	9715	11836	10983	17217	8785	21301	
17150	26162	30489	7754	32442	28760	25568	27787	13171	23540	19187	25570	18688	9431	24299	
14931	29666	27083	20097	643	24512	15662	25251	8567	24084	26848	17095	20895	27939	10592	
21375	22291	11058	9265	25421	18716	2551	7555	6585	5366	22094	12559	23714	7636	26669	
4675	8146	7717	3802	6047	21205	11798	3419	5471	24842	4952	15151	19290	30714	15907	
7483	27178	2025	6011	2823	29581	12971	1202	13354	31243	7353	17454	6659	985	21636	
1900	20906	5374	17417	28229	8742	9396	24742	18288	21217	529	3372	14921	15961	27622	
25141	15824	32023	24552	20664	245	15589	25869	21210	10259	6204	21817	7943	954	508	
27162	4418	9393	6495	4432	16057	28987	31280	19410	26525	8090	23864	7309	15152	14802	
